ID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
7404,Johnson,642.0,Spain,Male,26.0,8,144238.7,1,Yes,Yes,184399.76,No,3,PLATINUM,649,0
7405,Olisanugo,613.0,Spain,Male,37.0,3,171653.17,1,No,Yes,5353.12,No,4,DIAMOND,512,0
7406,Bulgakov,667.0,France,Male,34.0,5,0.0,2,Yes,Yes,102908.63,No,4,PLATINUM,927,0
7407,Longo,588.0,Germany,Female,37.0,7,70258.88,2,Yes,No,139607.61,No,2,DIAMOND,258,0
7408,Nuttall,637.0,Spain,Female,45.0,2,157929.45,1,Yes,Yes,145134.49,Yes,4,DIAMOND,546,1
7409,Tai,651.0,France,Female,25.0,8,0.0,2,Yes,Yes,126761.2,No,2,PLATINUM,886,0
7410,Sinclair,715.0,France,Male,35.0,2,141005.47,1,Yes,Yes,60407.93,No,1,SILVER,674,0
7411,Chiabuotu,572.0,France,Male,30.0,6,117696.67,1,Yes,No,100843.82,No,4,DIAMOND,748,0
7412,Gorshkov,706.0,Germany,Male,32.0,5,88348.43,2,Yes,Yes,104181.78,No,2,SILVER,641,0
7413,Dellucci,556.0,France,Female,39.0,9,89588.35,1,Yes,Yes,94898.1,No,1,DIAMOND,827,0
7414,Sergeyev,806.0,France,Male,34.0,5,113958.55,1,No,Yes,32125.98,No,3,DIAMOND,873,0
7415,Robinson,600.0,Germany,Male,30.0,2,119755.0,1,Yes,Yes,21852.91,No,1,DIAMOND,910,0
7416,Fontenot,673.0,France,Male,39.0,7,82255.51,2,Yes,,109545.56,No,4,PLATINUM,984,0
7417,Lin,638.0,Germany,Male,42.0,8,145177.84,1,Yes,No,193471.74,Yes,4,PLATINUM,798,1
7418,Kelley,625.0,France,Male,34.0,6,0.0,2,No,No,197283.2,No,5,PLATINUM,503,0
7419,Fowler,666.0,France,Female,36.0,8,0.0,1,No,Yes,158666.99,No,3,GOLD,507,0
7420,Hayes,533.0,Germany,Male,38.0,4,70362.52,2,Yes,Yes,104189.46,No,2,SILVER,975,0
7421,Chinomso,622.0,Spain,Male,39.0,9,0.0,2,No,Yes,100862.36,No,2,PLATINUM,814,0
7422,Folliero,,Germany,Female,40.0,9,109003.26,1,Yes,Yes,79580.56,No,1,DIAMOND,592,0
7423,Hsia,601.0,Spain,Female,20.0,9,122446.61,2,Yes,No,86791.9,No,3,PLATINUM,605,0
7424,Chieloka,700.0,Spain,Male,,4,0.0,1,Yes,No,121798.52,Yes,2,GOLD,810,1
7425,Fallaci,829.0,France,Male,38.0,9,0.0,2,Yes,No,30529.88,No,5,SILVER,541,0
7426,Menhennitt,637.0,Spain,Female,44.0,0,157622.58,1,Yes,,120454.2,No,1,PLATINUM,879,0
7427,Morris,709.0,France,Female,37.0,9,0.0,2,Yes,No,16733.59,No,5,GOLD,775,0
7428,Cowen,,France,Female,30.0,5,0.0,2,Yes,No,13935.32,No,3,DIAMOND,786,0
7429,Gunson,606.0,France,Male,40.0,6,119501.88,2,Yes,No,46774.94,No,3,SILVER,313,0
7430,Jennings,762.0,France,Male,32.0,10,191775.65,1,Yes,No,,No,2,DIAMOND,914,0
7431,O'Meara,640.0,Spain,Male,34.0,1,137523.02,1,No,No,24761.36,No,1,GOLD,994,0
7432,Johnston,637.0,France,Male,33.0,0,132255.99,2,No,Yes,74588.41,No,1,GOLD,284,0
7433,Kovalyov,561.0,Spain,Male,34.0,4,85141.79,2,Yes,Yes,,No,1,SILVER,866,0
7434,T'an,426.0,France,Female,34.0,3,0.0,2,Yes,Yes,61230.83,No,4,DIAMOND,353,0
7435,Jackson,738.0,France,,38.0,7,0.0,2,No,No,69227.42,No,2,PLATINUM,677,0
7436,Robertson,,France,Male,31.0,6,0.0,2,Yes,No,26149.25,No,4,PLATINUM,604,0
7437,Hollis,543.0,Spain,Male,23.0,5,0.0,2,Yes,No,117832.39,No,2,PLATINUM,710,0
7438,Otutodilichukwu,540.0,Spain,,,0,120825.7,1,Yes,No,28257.89,No,2,GOLD,540,0
7439,Bowen,738.0,Spain,Male,44.0,2,0.0,2,Yes,No,43018.82,Yes,5,PLATINUM,546,1
7440,White,735.0,France,Female,33.0,4,0.0,2,Yes,No,149474.69,No,2,DIAMOND,999,0
7441,Pai,593.0,Germany,Female,38.0,4,129499.42,1,Yes,Yes,154071.27,No,5,SILVER,337,0
7442,Graham,695.0,France,Male,28.0,5,171069.39,2,Yes,Yes,,No,3,SILVER,739,0
7443,Nnonso,850.0,Germany,Female,70.0,1,96947.58,3,Yes,No,62282.99,Yes,5,GOLD,365,1
7444,Kennedy,828.0,France,Female,41.0,7,0.0,2,Yes,No,171378.77,No,2,PLATINUM,666,0
7445,Trentino,645.0,France,Male,45.0,6,155417.61,1,No,Yes,3449.22,No,3,PLATINUM,810,0
7446,Kuo,706.0,France,Male,35.0,5,0.0,2,Yes,Yes,81718.37,No,2,SILVER,712,0
7447,Forbes,395.0,Germany,Female,34.0,5,106011.59,1,Yes,Yes,17376.57,Yes,3,GOLD,549,1
7448,Milanesi,690.0,Germany,Male,43.0,2,166522.78,1,No,No,119644.59,Yes,4,DIAMOND,834,1
7449,Pai,651.0,France,Male,35.0,7,74623.5,3,Yes,No,129451.29,Yes,2,SILVER,515,1
7450,Chibuzo,583.0,Germany,Male,40.0,4,107041.3,1,Yes,Yes,5635.63,No,1,GOLD,304,0
7451,Sharpe,499.0,France,Male,60.0,7,76961.6,2,Yes,Yes,83643.87,No,1,PLATINUM,514,0
7452,Miranda,,Germany,,21.0,8,153344.72,1,Yes,Yes,163295.87,No,5,PLATINUM,279,0
7453,Bradley,722.0,Germany,Female,37.0,0,125977.81,1,No,No,160162.42,No,2,GOLD,983,0
7454,Outlaw,,France,Male,31.0,5,0.0,2,Yes,No,31474.27,No,2,PLATINUM,568,0
7455,Sievier,638.0,Germany,Female,26.0,1,105249.76,2,Yes,,23491.09,No,4,SILVER,711,0
7456,Rozhkova,596.0,France,Male,36.0,2,0.0,2,Yes,Yes,12067.39,No,4,SILVER,933,0
7457,Turnbull,501.0,France,Male,40.0,4,125832.2,1,Yes,Yes,100433.83,No,3,DIAMOND,923,0
7458,McGregor,720.0,France,Male,29.0,2,0.0,2,Yes,No,39925.52,No,5,PLATINUM,398,0
7459,Marchesi,638.0,Germany,Male,27.0,4,135096.05,1,Yes,Yes,186523.72,Yes,2,DIAMOND,995,1
7460,Docherty,706.0,France,Female,,5,0.0,1,No,No,164128.41,Yes,2,GOLD,620,1
7461,Chung,569.0,France,Male,28.0,7,0.0,2,Yes,No,73977.23,No,1,GOLD,688,0
7462,Wan,628.0,France,Female,38.0,3,0.0,2,Yes,Yes,48924.73,No,3,GOLD,914,0
7463,Watts,581.0,France,Female,24.0,3,95508.2,1,Yes,,45755.0,No,5,PLATINUM,463,0
7464,Artyomova,529.0,Spain,Male,34.0,9,0.0,1,Yes,Yes,93208.22,No,3,DIAMOND,562,0
7465,Yen,558.0,France,Male,40.0,6,0.0,2,Yes,No,173844.89,No,2,PLATINUM,271,0
7466,Crawford,629.0,France,Female,61.0,6,0.0,2,Yes,Yes,,No,5,GOLD,803,0
7467,Chigolum,501.0,Germany,Male,40.0,5,114655.58,1,No,No,126535.92,No,4,GOLD,844,0
7468,Wilkinson,638.0,France,Female,29.0,9,103417.74,1,Yes,Yes,15336.4,No,4,SILVER,492,0
7469,Hughes,573.0,France,Male,52.0,8,0.0,2,No,Yes,178229.04,No,2,SILVER,481,0
7470,Yeh,750.0,France,Female,37.0,6,0.0,1,Yes,Yes,117948.0,Yes,2,GOLD,298,1
7471,Scott,661.0,France,Male,47.0,5,0.0,1,No,Yes,107243.31,Yes,4,DIAMOND,308,1
7472,Toscani,678.0,France,Female,34.0,6,0.0,2,Yes,Yes,124592.84,No,2,GOLD,516,0
7473,Parkes,536.0,France,Female,41.0,9,0.0,1,Yes,No,121299.14,No,3,GOLD,685,0
7474,Milligan,551.0,France,Male,42.0,2,139561.46,1,Yes,No,43435.43,Yes,5,GOLD,528,1
7475,Mitchell,635.0,Spain,Female,34.0,5,98683.47,2,Yes,,15733.19,No,3,SILVER,558,0
7476,Wu,646.0,Germany,Male,46.0,1,170826.55,2,Yes,No,45041.32,No,2,PLATINUM,689,0
7477,Ritchie,589.0,Germany,Male,55.0,7,119961.48,1,Yes,No,,Yes,5,PLATINUM,248,1
7478,Morley,686.0,France,Male,38.0,6,149238.97,1,Yes,Yes,97825.23,No,1,SILVER,816,0
7479,McIntosh,489.0,Spain,Male,40.0,3,221532.8,1,Yes,No,171867.08,No,5,DIAMOND,636,0
7480,Barrett,727.0,France,,28.0,2,110997.76,1,Yes,No,101433.76,No,2,DIAMOND,935,0
7481,Serena,780.0,Spain,Female,33.0,6,145580.61,1,Yes,Yes,154598.56,No,4,GOLD,610,0
7482,Hu,650.0,Germany,Female,25.0,2,114330.95,1,Yes,Yes,25325.07,No,1,DIAMOND,876,0
7483,Shepherdson,687.0,France,Female,35.0,1,110752.15,2,Yes,Yes,47921.22,No,5,GOLD,529,0
7484,Cisneros,446.0,France,Male,32.0,8,0.0,2,No,No,133292.94,No,2,SILVER,444,0
7485,Chukwuhaenye,619.0,Spain,Female,56.0,7,0.0,2,Yes,Yes,42442.21,No,1,PLATINUM,652,0
7486,Muravyova,573.0,Spain,Male,44.0,8,0.0,2,No,No,62424.46,No,1,DIAMOND,547,0
7487,Barese,677.0,France,Female,49.0,3,0.0,2,Yes,Yes,,No,3,GOLD,643,0
7488,Fanucci,583.0,France,Male,51.0,6,125268.03,2,Yes,No,165082.25,No,4,PLATINUM,837,0
7489,Liston,600.0,France,Female,39.0,5,0.0,2,No,No,118272.07,No,4,GOLD,225,0
7490,North,683.0,France,Female,73.0,8,137732.23,2,Yes,Yes,133210.44,No,4,PLATINUM,959,0
7491,Harrington,795.0,France,Female,36.0,1,151844.64,1,Yes,Yes,135388.89,No,3,SILVER,605,0
7492,Talbot,695.0,France,Male,37.0,2,0.0,2,Yes,Yes,99692.65,No,1,SILVER,361,0
7493,Duncan,486.0,France,Female,39.0,8,97819.36,1,No,Yes,120531.31,No,3,PLATINUM,408,0
7494,Nepean,770.0,France,Female,37.0,9,0.0,2,No,No,22710.72,No,2,GOLD,281,0
7495,Nwabugwu,,France,Female,39.0,9,129189.15,2,No,No,170998.83,No,1,GOLD,757,0
7496,Lo,685.0,Germany,Male,38.0,4,111798.06,2,Yes,Yes,102184.66,No,2,SILVER,416,0
7497,Mackay,784.0,Germany,Male,28.0,2,109960.06,2,Yes,Yes,170829.87,No,2,DIAMOND,797,0
7498,Liao,531.0,France,Male,31.0,3,96288.26,1,Yes,No,56794.73,No,4,DIAMOND,247,0
7499,Pagnotto,574.0,Spain,Male,,5,120355.0,1,Yes,No,137793.35,No,3,SILVER,420,0
7500,Anderson,648.0,Germany,Female,40.0,5,139973.65,1,Yes,Yes,667.66,Yes,2,GOLD,579,1
7501,Abazu,710.0,Spain,Female,28.0,6,0.0,1,Yes,No,48426.98,No,3,GOLD,406,0
7502,Ndubuagha,,France,Male,41.0,6,135071.12,1,Yes,Yes,64477.25,No,3,SILVER,330,0
7503,Ositadimma,673.0,Spain,Female,32.0,0,0.0,1,Yes,Yes,72873.33,No,4,GOLD,726,0
7504,P'eng,706.0,Spain,Male,68.0,4,114386.85,1,Yes,Yes,28601.68,No,5,DIAMOND,269,0
7505,Trevascus,600.0,Germany,Female,58.0,8,118723.11,1,No,No,6209.51,Yes,3,SILVER,313,1
7506,K?,716.0,France,Male,39.0,1,70657.61,2,Yes,Yes,76476.05,No,3,GOLD,421,0
7507,Pinto,629.0,France,Female,31.0,6,0.0,1,Yes,Yes,16447.6,Yes,3,PLATINUM,427,1
7508,Alekseyeva,677.0,France,Male,37.0,3,88363.03,1,No,,117946.3,No,2,DIAMOND,276,0
7509,Walker,678.0,France,Female,50.0,6,0.0,1,Yes,No,8199.5,No,4,GOLD,803,0
7510,Wilkinson,777.0,France,Male,,1,0.0,1,Yes,Yes,126837.72,No,2,SILVER,472,0
7511,Mackenzie,620.0,Spain,,44.0,8,0.0,2,Yes,Yes,15627.51,No,5,DIAMOND,940,0
7512,Fan,696.0,Germany,Female,66.0,7,119499.42,2,Yes,Yes,174027.3,No,3,PLATINUM,601,0
7513,Musgrove,653.0,Spain,Male,55.0,7,0.0,2,Yes,Yes,41967.03,No,2,SILVER,581,0
7514,Bushell,757.0,Spain,Male,33.0,5,77253.22,1,No,Yes,194239.63,No,3,SILVER,582,0
7515,Woods,742.0,France,Male,31.0,4,105239.1,1,Yes,Yes,19700.24,No,3,DIAMOND,790,0
7516,Hsiao,662.0,France,Male,38.0,0,105271.56,1,No,Yes,,No,1,GOLD,539,0
7517,Watson,689.0,France,Male,22.0,4,136444.25,1,Yes,No,51980.25,Yes,1,DIAMOND,919,1
7518,Mordvinova,659.0,Germany,Male,36.0,2,76190.48,2,Yes,Yes,149066.14,No,1,PLATINUM,374,0
7519,Mario,682.0,Spain,Female,59.0,0,122661.39,1,No,Yes,84803.76,No,1,PLATINUM,686,0
7520,Costa,,Germany,Male,37.0,6,118050.79,1,No,Yes,52301.15,No,5,SILVER,822,0
7521,Hagins,632.0,Germany,Male,48.0,6,126066.26,1,Yes,No,64345.61,Yes,3,PLATINUM,517,1
7522,Chong,719.0,Spain,Female,40.0,9,0.0,2,Yes,No,182224.14,No,1,GOLD,238,0
7523,Milanesi,489.0,Germany,Female,52.0,1,131441.51,1,Yes,No,37240.11,Yes,4,GOLD,980,1
7524,Moreno,,France,Female,40.0,3,47364.45,1,Yes,Yes,148579.43,Yes,2,PLATINUM,578,1
7525,Hsing,529.0,Spain,Female,39.0,2,82766.43,1,Yes,Yes,122925.44,No,3,GOLD,574,0
7526,Herz,,Germany,Male,35.0,8,112330.83,1,Yes,Yes,91001.02,No,3,GOLD,556,0
7527,Duncan,754.0,France,Male,34.0,7,0.0,2,Yes,Yes,65219.85,No,3,GOLD,467,0
7528,Manna,687.0,France,Male,28.0,7,108116.66,1,Yes,Yes,27411.19,No,3,PLATINUM,387,0
7529,Nkemdirim,,Germany,Male,51.0,10,114514.71,2,Yes,No,177784.68,Yes,2,SILVER,681,1
7530,Mitchell,709.0,Spain,Female,35.0,1,111827.27,2,Yes,No,12674.68,No,3,DIAMOND,716,0
7531,Chien,803.0,France,Male,28.0,3,0.0,2,Yes,No,159654.0,No,5,DIAMOND,570,0
7532,Balashov,537.0,Germany,Male,48.0,4,131834.8,1,Yes,No,166476.95,Yes,3,DIAMOND,925,1
7533,Ibekwe,634.0,France,Male,77.0,5,0.0,2,Yes,Yes,161579.85,No,5,PLATINUM,398,0
7534,Thomson,634.0,Germany,Male,43.0,3,212696.32,1,Yes,No,115268.86,No,3,PLATINUM,327,0
7535,Goddard,641.0,France,Female,52.0,4,0.0,1,Yes,No,90964.54,Yes,1,SILVER,742,1
7536,Aiken,739.0,Spain,Male,60.0,4,0.0,1,Yes,Yes,51637.67,No,1,DIAMOND,457,0
7537,Venables,699.0,France,Male,,3,125689.29,1,Yes,Yes,151623.71,No,1,DIAMOND,503,0
7538,Padovesi,577.0,France,Female,35.0,10,0.0,2,Yes,Yes,25161.61,No,3,PLATINUM,723,0
7539,Lambert,613.0,Germany,Female,43.0,10,120481.69,1,No,No,94875.03,Yes,1,DIAMOND,333,1
7540,Robson,579.0,France,Female,33.0,1,118392.75,1,Yes,Yes,157564.75,No,1,DIAMOND,793,0
7541,Winter,532.0,Germany,Male,52.0,9,137755.76,1,Yes,No,163191.99,Yes,2,GOLD,401,1
7542,Pickworth,651.0,France,Male,28.0,7,0.0,2,Yes,No,823.96,No,1,SILVER,383,0
7543,McKee,813.0,France,,29.0,6,0.0,1,Yes,No,33953.87,No,3,PLATINUM,259,0
7544,Seabrook,643.0,France,Female,45.0,4,45144.43,1,Yes,No,60917.24,Yes,5,DIAMOND,450,1
7545,Tsui,850.0,Germany,Female,38.0,2,102741.15,2,No,Yes,23974.85,No,4,SILVER,264,0
7546,Gorbunov,663.0,France,Male,22.0,6,0.0,2,No,Yes,131827.15,No,4,PLATINUM,476,0
7547,Marshall,686.0,Spain,Male,22.0,5,0.0,2,Yes,,158974.45,No,2,SILVER,968,0
7548,Boyle,,Germany,,34.0,1,149297.19,2,Yes,Yes,186339.74,No,2,GOLD,946,0
7549,Milano,730.0,Germany,Male,45.0,6,152880.97,1,No,No,162478.11,No,4,PLATINUM,856,0
7550,Vincent,642.0,France,Male,30.0,8,117494.27,1,No,,,No,4,DIAMOND,486,0
7551,Duncan,629.0,France,Female,40.0,6,0.0,2,Yes,Yes,,No,4,SILVER,327,0
7552,Power,661.0,Germany,Male,35.0,2,117212.18,1,Yes,Yes,83052.03,No,3,DIAMOND,821,0
7553,Ashton,838.0,Spain,Female,41.0,5,0.0,2,Yes,No,81313.51,No,1,SILVER,867,0
7554,Ts'ai,714.0,Germany,Female,36.0,1,101609.01,2,Yes,Yes,447.73,No,3,PLATINUM,997,0
7555,Becker,679.0,Spain,Male,58.0,9,109327.65,1,Yes,Yes,3829.13,No,3,DIAMOND,902,0
7556,Calabrese,656.0,Germany,Female,49.0,9,97092.87,1,Yes,No,74771.22,Yes,4,GOLD,891,1
7557,Chia,629.0,Spain,Male,34.0,6,0.0,2,Yes,No,190347.72,No,3,DIAMOND,741,0
7558,Christmas,760.0,France,Female,32.0,7,0.0,2,Yes,Yes,105969.05,No,4,SILVER,843,0
7559,Loton,602.0,Spain,Male,37.0,3,107592.89,2,No,Yes,153122.73,No,3,GOLD,493,0
7560,Chen,765.0,France,Male,41.0,4,124182.21,1,No,No,100153.43,No,1,SILVER,318,0
7561,Edmondson,633.0,Spain,Male,,10,0.0,1,No,Yes,79408.17,No,2,SILVER,660,0
7562,Kao,825.0,France,Male,40.0,6,132308.22,1,No,No,117122.5,No,2,PLATINUM,465,0
7563,Murphy,624.0,France,Female,38.0,3,0.0,2,Yes,Yes,163666.85,No,3,PLATINUM,357,0
7564,Hawkins,693.0,France,Female,39.0,4,0.0,2,No,Yes,142331.39,No,1,PLATINUM,550,0
7565,Knight,744.0,Spain,Male,35.0,7,0.0,2,Yes,Yes,,No,5,SILVER,784,0
7566,Hanson,704.0,Spain,Female,24.0,2,0.0,1,Yes,No,35600.25,Yes,3,PLATINUM,443,1
7567,Atkins,656.0,France,Male,44.0,10,143571.52,1,No,No,127444.14,No,1,DIAMOND,614,0
7568,Leonard,610.0,France,Female,27.0,2,0.0,2,Yes,No,14546.76,No,3,SILVER,756,0
7569,Bevan,834.0,France,Female,49.0,8,160602.25,2,Yes,No,129273.94,No,2,GOLD,771,0
7570,Li Fonti,500.0,France,Female,34.0,4,0.0,2,Yes,No,12833.96,No,2,DIAMOND,747,0
7571,Padovesi,632.0,Spain,Female,40.0,3,109740.62,1,Yes,No,141896.74,No,4,PLATINUM,336,0
7572,Capon,730.0,Spain,Male,42.0,4,0.0,2,No,,85982.47,No,4,DIAMOND,722,0
7573,Fomin,843.0,France,Female,38.0,8,134887.53,1,Yes,Yes,10804.04,No,1,DIAMOND,923,0
7574,Swift,510.0,France,Female,22.0,3,156834.34,1,No,No,44374.44,No,2,DIAMOND,821,0
7575,Alexander,646.0,France,Female,46.0,8,0.0,2,Yes,No,133059.15,No,5,DIAMOND,594,0
7576,Miller,832.0,France,Female,29.0,5,0.0,2,Yes,No,178779.52,No,5,PLATINUM,922,0
7577,Montes,730.0,France,Female,41.0,4,167545.32,1,Yes,No,128246.81,No,3,DIAMOND,474,0
7578,Chuter,619.0,Spain,Male,52.0,8,0.0,2,Yes,Yes,123242.11,No,1,PLATINUM,239,0
7579,Greco,638.0,France,Male,34.0,5,133501.36,1,No,Yes,155643.04,No,1,GOLD,355,0
7580,Yu,775.0,Spain,Male,48.0,4,178144.91,2,No,No,50168.41,Yes,5,DIAMOND,795,1
7581,Chimaobim,640.0,France,Female,29.0,3,0.0,2,Yes,No,2743.69,No,1,SILVER,956,0
7582,Udinese,793.0,France,Male,56.0,8,119496.25,2,Yes,No,29880.99,No,2,SILVER,458,0
7583,Klein,602.0,Germany,Female,53.0,5,98268.84,1,No,Yes,45038.29,Yes,5,PLATINUM,813,1
7584,Hunt,745.0,Spain,Male,34.0,9,0.0,2,Yes,No,50046.25,No,3,SILVER,848,0
7585,Leonard,670.0,France,Male,38.0,7,0.0,2,Yes,Yes,77864.41,No,1,GOLD,794,0
7586,To Rot,583.0,France,Female,57.0,3,238387.56,1,No,Yes,147964.99,Yes,5,GOLD,552,1
7587,Hudson,850.0,France,,81.0,5,0.0,2,Yes,Yes,44827.47,No,2,SILVER,237,0
7588,Chuang,750.0,Spain,Female,34.0,9,112822.26,1,No,No,150401.53,Yes,2,PLATINUM,563,1
7589,Russell,,Spain,Female,50.0,5,130554.51,3,Yes,No,184758.17,Yes,2,SILVER,821,1
7590,Dumetolisa,628.0,France,Female,,1,46870.43,4,Yes,No,31272.14,Yes,1,DIAMOND,826,1
7591,Hsia,517.0,France,Male,62.0,1,43772.66,3,Yes,No,187756.24,Yes,1,SILVER,590,1
7592,Johnston,779.0,Germany,Female,24.0,10,122200.31,2,Yes,No,43705.56,No,1,SILVER,974,0
7593,Boyle,469.0,France,Female,,5,0.0,1,Yes,No,160529.71,Yes,1,PLATINUM,847,1
7594,He,567.0,France,Male,36.0,1,0.0,2,No,No,8555.73,No,2,GOLD,675,0
7595,T'ien,750.0,France,Male,38.0,5,151532.4,1,Yes,Yes,46555.15,No,2,SILVER,377,0
7596,Brown,575.0,France,Female,40.0,1,139532.34,1,Yes,No,181294.39,No,2,SILVER,319,0
7597,Anderson,545.0,Germany,Male,37.0,9,95829.13,2,No,Yes,104936.88,No,5,GOLD,406,0
7598,Ibeamaka,701.0,Germany,Male,36.0,7,95448.32,2,Yes,No,189085.07,No,1,PLATINUM,692,0
7599,Milne,578.0,Spain,Female,28.0,8,161592.76,1,Yes,No,177834.79,No,2,GOLD,336,0
7600,Bailey,651.0,France,Female,39.0,8,0.0,1,Yes,No,137452.57,No,3,DIAMOND,956,0
7601,Balashova,662.0,France,Male,32.0,9,0.0,2,No,No,65089.38,No,1,PLATINUM,670,0
7602,Padovano,768.0,France,Female,36.0,3,141334.95,1,No,Yes,125870.5,No,3,DIAMOND,277,0
7603,Graham,640.0,France,Male,55.0,10,132436.34,1,Yes,No,978.66,No,3,PLATINUM,890,0
7604,Chienezie,655.0,Germany,Female,37.0,4,108862.76,1,Yes,No,79555.08,Yes,1,GOLD,601,1
7605,Zikoranachidimma,649.0,France,Male,37.0,9,87374.88,2,Yes,Yes,247.36,No,1,PLATINUM,245,0
7606,Okorie,680.0,France,Male,37.0,4,0.0,2,Yes,No,61240.87,No,3,SILVER,801,0
7607,Pan,447.0,France,Female,44.0,5,89188.83,1,Yes,Yes,75408.24,No,1,PLATINUM,909,0
7608,Arnold,667.0,Germany,Male,70.0,3,77356.92,2,Yes,Yes,20881.96,No,2,GOLD,681,0
7609,Castiglione,,France,Female,42.0,7,0.0,2,Yes,No,144039.05,No,4,PLATINUM,443,0
7610,Ngozichukwuka,684.0,Spain,Female,41.0,7,0.0,1,Yes,Yes,138394.37,No,2,SILVER,795,0
7611,Walker,669.0,Germany,Male,47.0,0,63723.78,2,Yes,Yes,181928.25,No,1,DIAMOND,316,0
7612,Chang,654.0,France,Male,29.0,4,132954.64,1,Yes,Yes,146715.07,No,3,SILVER,810,0
7613,Speth,,France,Male,38.0,9,122334.26,2,Yes,Yes,181507.44,No,1,SILVER,586,0
7614,Grant,521.0,France,Female,39.0,6,0.0,2,No,Yes,27375.15,No,5,GOLD,843,0
7615,Shepherd,592.0,Germany,Female,34.0,6,102143.93,2,Yes,Yes,102628.98,No,2,GOLD,962,0
7616,Wall,595.0,Germany,Male,46.0,5,142360.62,2,Yes,No,48421.4,Yes,5,DIAMOND,973,1
7617,Sutherland,593.0,Spain,Male,32.0,10,158537.42,1,Yes,No,166850.57,No,5,SILVER,584,0
7618,Herz,755.0,France,Female,28.0,7,124540.28,1,No,Yes,188850.89,No,3,GOLD,691,0
7619,Millar,691.0,Germany,Male,38.0,9,163965.69,2,No,Yes,103511.26,No,3,GOLD,801,0
7620,Hsiung,841.0,Germany,Male,32.0,2,117070.21,1,Yes,No,113482.2,No,3,SILVER,697,0
7621,Manning,663.0,Germany,Male,42.0,7,115930.87,1,Yes,No,19862.78,No,4,DIAMOND,809,0
7622,Hung,802.0,Germany,Male,37.0,9,115569.21,1,No,Yes,119782.89,No,1,GOLD,927,0
7623,Gilbert,647.0,Germany,Male,52.0,7,130013.12,1,Yes,Yes,190806.36,Yes,4,SILVER,309,1
7624,Iloabuchi,637.0,France,Male,33.0,2,145731.83,1,No,Yes,109219.43,No,4,SILVER,721,0
7625,Hay,745.0,France,Female,55.0,9,110123.59,1,No,Yes,51548.14,Yes,5,GOLD,765,1
7626,Lucas,517.0,Spain,Male,46.0,4,0.0,1,Yes,No,22372.78,No,1,PLATINUM,465,0
7627,Butler,504.0,Germany,Male,42.0,7,131287.36,2,Yes,,149697.78,No,4,GOLD,809,0
7628,Denisova,533.0,Germany,Female,22.0,10,115743.6,1,No,No,43852.05,No,3,GOLD,706,0
7629,Millar,503.0,Germany,Male,42.0,9,153279.39,1,Yes,Yes,151336.96,No,4,DIAMOND,307,0
7630,Folliero,749.0,Germany,Female,,10,76692.22,1,No,Yes,30396.43,No,3,SILVER,567,0
7631,Chuang,638.0,France,Male,57.0,6,0.0,1,Yes,No,33676.48,Yes,4,GOLD,523,1
7632,Fu,,Spain,Female,35.0,7,133868.21,1,Yes,Yes,27286.1,No,2,SILVER,415,0
7633,Pendred,757.0,France,Male,47.0,3,130747.1,1,Yes,No,143829.54,No,1,SILVER,303,0
7634,Atherton,833.0,Germany,Male,29.0,1,96462.25,2,No,Yes,48986.18,No,4,PLATINUM,298,0
7635,Boni,733.0,France,Female,24.0,3,161884.99,1,Yes,Yes,9617.24,No,4,DIAMOND,603,0
7636,Murray,718.0,Germany,Male,26.0,7,147527.03,1,No,No,51099.56,No,4,PLATINUM,955,0
7637,Loggia,605.0,Spain,Female,57.0,2,0.0,3,Yes,No,66652.75,Yes,3,PLATINUM,502,1
7638,Napolitano,511.0,Germany,Male,48.0,6,149726.08,1,No,No,88307.87,Yes,2,GOLD,527,1
7639,Winter,736.0,France,Female,30.0,9,0.0,2,Yes,No,34180.33,No,3,GOLD,341,0
7640,Parsons,554.0,Germany,Female,36.0,3,157780.93,2,Yes,No,6089.13,No,3,DIAMOND,530,0
7641,Williams,432.0,Germany,Female,45.0,3,110219.14,1,Yes,No,43046.7,Yes,5,GOLD,946,1
7642,Zuyev,621.0,Spain,Male,53.0,9,170491.84,1,Yes,No,35588.07,Yes,3,PLATINUM,777,1
7643,Mazzanti,451.0,France,Male,33.0,6,0.0,2,Yes,No,184954.11,No,3,GOLD,268,0
7644,Okwuadigbo,713.0,Germany,Female,38.0,7,144606.22,1,Yes,,56594.36,Yes,1,SILVER,656,1
7645,Hope,763.0,Germany,Female,32.0,1,108465.65,2,Yes,No,60552.44,Yes,4,GOLD,751,1
7646,Fleming,827.0,Spain,Female,35.0,0,0.0,2,No,Yes,184514.01,No,3,DIAMOND,520,0
7647,White,713.0,France,Male,43.0,5,86394.14,1,Yes,Yes,130001.13,No,3,SILVER,663,0
7648,Miller,539.0,Germany,Female,38.0,8,105435.74,1,No,No,80575.44,Yes,2,PLATINUM,627,1
7649,Lewis,,Germany,Male,32.0,1,151922.94,1,Yes,No,8877.06,No,2,GOLD,848,0
7650,Marino,492.0,Germany,Female,52.0,8,125396.24,1,Yes,No,10014.72,Yes,2,DIAMOND,931,1
7651,Liang,652.0,France,Male,38.0,6,0.0,2,Yes,Yes,145700.22,No,2,PLATINUM,691,0
